#"Progress (%)"	"Step"	"Time (ps)"	"Potential Energy (kJ/mole)"	"Kinetic Energy (kJ/mole)"	"Total Energy (kJ/mole)"	"Temperature (K)"	"Box Volume (nm^3)"	"Speed (ns/day)"	"Time Remaining"
88.1%	198250	793.0000000023	-2957371.76592038	566630.3447344782	-2390741.421185902	300.4345215523299	2295.582148441562	31.4	4:54
88.2%	198500	794.0000000023048	-2958465.5724238567	566996.4591332752	-2391469.1132905814	300.6286400023179	2294.768101468197	31.4	4:51
88.3%	198750	795.0000000023095	-2957673.8102809414	566389.7578702975	-2391284.052410644	300.30695937691246	2294.7179451673283	31.4	4:48
88.4%	199000	796.0000000023143	-2959798.336566791	567732.7828990418	-2392065.5536677493	301.0190481058221	2294.7409289369966	31.4	4:45
88.6%	199250	797.0000000023191	-2958141.5359005556	565768.2499860027	-2392373.285914553	299.9774280950207	2295.6106248116494	31.4	4:43
88.7%	199500	798.0000000023239	-2957779.9373054467	566026.8163362048	-2391753.120969242	300.1145232196189	2295.552155089191	31.4	4:40
88.8%	199750	799.0000000023286	-2957575.221927069	565818.2089838309	-2391757.012943238	300.0039169827924	2296.8468696073696	31.4	4:37
88.9%	200000	800.0000000023334	-2958579.461773634	566158.5418223633	-2392420.919951271	300.18436572589843	2296.0390176810884	31.4	4:35
89.0%	200250	801.0000000023382	-2960077.225281561	566769.3640062556	-2393307.861275305	300.50823131530177	2293.641456217475	31.4	4:32
89.1%	200500	802.000000002343	-2959396.7073530685	566169.4620101515	-2393227.245342917	300.19015574654225	2290.757978438449	31.4	4:29
89.2%	200750	803.0000000023477	-2960281.5806923676	567201.9962301404	-2393079.5844622273	300.7376183511335	2291.8312879071887	31.4	4:26
89.3%	201000	804.0000000023525	-2959635.87003918	566309.1673412557	-2393326.7026979243	300.264229266781	2291.7938013463463	31.4	4:24
89.4%	201250	805.0000000023573	-2959889.161092026	566324.2531601845	-2393564.907931842	300.2722279573457	2293.9067566448934	31.4	4:21
89.6%	201500	806.0000000023621	-2959088.2399230693	564740.1449780585	-2394348.0949450107	299.4323139142544	2290.977891199404	31.4	4:18
89.7%	201750	807.0000000023668	-2958658.7159029506	565620.0241154829	-2393038.691787468	299.89883687782753	2290.977891199404	31.4	4:15
89.8%	202000	808.0000000023716	-2959777.1902875863	566408.9060339073	-2393368.284253679	300.3171119736206	2298.2991625892523	31.4	4:13
89.9%	202250	809.0000000023764	-2959230.7777330466	565601.6872334881	-2393629.0904995585	299.8891144328154	2296.4452567429416	31.4	4:10
90.0%	202500	810.0000000023812	-2958262.263043098	563942.6473437822	-2394319.615699316	299.0094706577656	2293.9913112378667	31.4	4:07
90.1%	202750	811.000000002386	-2959810.511117205	565398.9222179141	-2394411.588899291	299.7816058762977	2294.2447066722134	31.4	4:04
90.2%	203000	812.0000000023907	-2959059.7782283463	566067.0078606041	-2392992.770367742	300.13583327037	2296.954701114028	31.4	4:02
90.3%	203250	813.0000000023955	-2958722.485086482	565979.46940504	-2392743.015681442	300.08941928238073	2294.9342492884934	31.4	3:59
90.4%	203500	814.0000000024003	-2959068.321512766	566783.4584478228	-2392284.8630649433	300.5157043651448	2294.9170255757595	31.4	3:56
90.6%	203750	815.000000002405	-2958058.231452316	565724.8156628765	-2392333.4157894393	299.95439867167863	2294.01267135955	31.4	3:53
90.7%	204000	816.0000000024098	-2957125.0183162354	565383.6361507856	-2391741.3821654497	299.77350101162386	2292.548581978605	31.4	3:51
90.8%	204250	817.0000000024146	-2958036.7450152747	566359.4594359273	-2391677.2855793475	300.2908947666805	2292.8176211412597	31.4	3:48
90.9%	204500	818.0000000024194	-2957986.9268595055	565943.5127835537	-2392043.414075952	300.0703546303139	2292.8176211412597	31.4	3:45
91.0%	204750	819.0000000024241	-2958221.1810657308	566161.6730796929	-2392059.507986038	300.1860259578405	2292.504950291837	31.4	3:42
91.1%	205000	820.0000000024289	-2959420.255762182	567934.7770252388	-2391485.4787369436	301.1261479271153	2292.247930628309	31.4	3:40
91.2%	205250	821.0000000024337	-2957368.828261856	566518.0174203163	-2390850.81084154	300.37496420034364	2292.247930628309	31.4	3:37
91.3%	205500	822.0000000024385	-2954339.675772276	563553.3261615718	-2390786.349610704	298.8030476799027	2292.7642478387347	31.4	3:34
91.4%	205750	823.0000000024432	-2957992.4041231684	566953.9354178376	-2391038.468705331	300.6060933946029	2294.9702290117098	31.4	3:31
91.6%	206000	824.000000002448	-2960016.7359953895	568599.5317905586	-2391417.204204831	301.4786092481941	2294.813843667631	31.4	3:28
91.7%	206250	825.0000000024528	-2958600.597045794	566916.5941025972	-2391684.002943197	300.58629456052597	2295.188527889762	31.4	3:26
91.8%	206500	826.0000000024576	-2956316.2623250224	564968.0559671809	-2391348.2063578414	299.5531551815988	2290.778417523536	31.4	3:23
91.9%	206750	827.0000000024623	-2957687.99835629	567543.8307157748	-2390144.1676405156	300.91886328638276	2290.2397739013577	31.4	3:20
92.0%	207000	828.0000000024671	-2958197.962992355	568093.2942555494	-2390104.6687368057	301.2101957524546	2292.2297978373554	31.4	3:17
92.1%	207250	829.0000000024719	-2958102.4943958893	567577.7791953688	-2390524.7152005206	300.9368631964105	2291.3291579866486	31.4	3:15
92.2%	207500	830.0000000024767	-2958794.031812586	567982.7291838133	-2390811.3026287723	301.1515727635234	2292.166111661814	31.4	3:12
92.3%	207750	831.0000000024814	-2959113.444920104	567963.5707639403	-2391149.8741561635	301.14141472881573	2291.79985951041	31.4	3:09
92.4%	208000	832.0000000024862	-2957065.2745735943	565546.8345145001	-2391518.440059094	299.860030832655	2292.3074957837694	31.4	3:06
92.6%	208250	833.000000002491	-2958696.1574391797	567133.8188443924	-2391562.3385947873	300.7014698453956	2292.55727039078	31.4	3:04
92.7%	208500	834.0000000024958	-2959994.2480656654	567625.1956387834	-2392369.052426882	300.9620039899161	2293.1287585381074	31.4	3:01
92.8%	208750	835.0000000025005	-2956652.5685667433	565206.1185290973	-2391446.450037646	299.6793789402688	2293.027484475127	31.4	2:58
92.9%	209000	836.0000000025053	-2957856.7028687187	564353.4688556945	-2393503.2340130243	299.2272933803249	2293.0499885275676	31.4	2:55
93.0%	209250	837.0000000025101	-2959041.723530639	566142.2392471576	-2392899.4842834813	300.175721895882	2292.2912565323195	31.4	2:53
93.1%	209500	838.0000000025149	-2959906.676730275	566605.2344570727	-2393301.4422732024	300.4212077680463	2292.869659401048	31.4	2:50
93.2%	209750	839.0000000025196	-2959744.8047084548	567220.8362533953	-2392523.9684550595	300.74760756795746	2292.732464651166	31.4	2:47
93.3%	210000	840.0000000025244	-2958476.5682629645	567179.8930428504	-2391296.675220114	300.72589896377633	2293.5671005697795	31.4	2:44
93.4%	210250	841.0000000025292	-2956897.620153077	566602.5317991677	-2390295.088353909	300.4197747848993	2293.520586060557	31.4	2:42
93.6%	210500	842.000000002534	-2958475.2788949963	567072.6908374551	-2391402.5880575413	300.6690590087923	2295.0385609721416	31.4	2:39
93.7%	210750	843.0000000025387	-2958979.9963149093	566454.5053118552	-2392525.491003054	300.34128928318535	2296.653769095537	31.4	2:36
93.8%	211000	844.0000000025435	-2958145.129961744	565235.4100715737	-2392909.7198901703	299.6949096837795	2293.748556071753	31.4	2:33
93.9%	211250	845.0000000025483	-2961839.516789576	568031.2203958142	-2393808.296393762	301.17728341282475	2290.72189248104	31.4	2:31
94.0%	211500	846.0000000025531	-2959058.066498872	565853.9614630583	-2393204.1050358135	300.0228733960711	2291.955243776099	31.4	2:28
94.1%	211750	847.0000000025578	-2958722.180938553	565745.919673182	-2392976.261265371	299.9655882828561	2292.886704141007	31.4	2:25
94.2%	212000	848.0000000025626	-2958806.4599628747	565994.9045365211	-2392811.5554263536	300.09760318284543	2292.2303796940428	31.4	2:22
94.3%	212250	849.0000000025674	-2959689.9618416354	566348.8414173847	-2393341.1204242506	300.28526495996374	2291.8398902759964	31.4	2:20
94.4%	212500	850.0000000025722	-2960093.089813823	566465.615990285	-2393627.473823538	300.34718030435846	2288.799454542059	31.4	2:17
94.6%	212750	851.0000000025769	-2959112.93089455	565789.5009449014	-2393323.4299496487	299.98869562018695	2289.7923702878206	31.4	2:14
94.7%	213000	852.0000000025817	-2959821.595628226	566998.9378513455	-2392822.6577768805	300.62995424975355	2289.230706417468	31.4	2:11
94.8%	213250	853.0000000025865	-2960245.8255865164	565708.6629069089	-2394537.1626796075	299.94583427770294	2290.768625007248	31.4	2:09
94.9%	213500	854.0000000025913	-2959899.19486716	565572.6471355553	-2394326.547731605	299.8737170083581	2290.8671279804275	31.4	2:06
95.0%	213750	855.000000002596	-2960019.035800284	565913.4179541529	-2394105.617846131	300.0543979739925	2294.1475481899556	31.4	2:03
95.1%	214000	856.0000000026008	-2959546.2101616766	564842.5835604811	-2394703.6266011954	299.4866281365417	2297.3046795389896	31.4	2:00
95.2%	214250	857.0000000026056	-2960048.9626073875	564475.7057249751	-2395573.2568824124	299.29210490282736	2295.09598775025	31.4	1:58
95.3%	214500	858.0000000026104	-2961092.75291346	566575.2540981114	-2394517.498815349	300.4053118053888	2295.09598775025	31.4	1:55
95.4%	214750	859.0000000026151	-2959900.333974628	566095.9395924555	-2393804.3943821723	300.15117323777065	2297.510886523109	31.4	1:52
95.6%	215000	860.0000000026199	-2958056.1576581	564039.3658760797	-2394016.7917820206	299.0607520376741	2297.510886523109	31.4	1:49
95.7%	215250	861.0000000026247	-2959204.4478051886	565161.4316440074	-2394043.016161181	299.6556853928505	2293.920116232239	31.4	1:47
95.8%	215500	862.0000000026295	-2959294.748420052	565283.7128853047	-2394011.0355347474	299.7205204419532	2293.920116232239	31.4	1:44
95.9%	215750	863.0000000026342	-2960449.80216166	566573.7634700423	-2393876.0386916175	300.404521455675	2293.0036288165516	31.4	1:41
96.0%	216000	864.000000002639	-2957662.502544524	563695.5748254947	-2393966.9277190296	298.8784697071278	2294.01141412235	31.4	1:38
96.1%	216250	865.0000000026438	-2958621.999121234	563911.0394143073	-2394710.9597069267	298.99271173679125	2293.2419025247377	31.4	1:36
96.2%	216500	866.0000000026486	-2958205.3625420127	564187.5310659708	-2394017.831476042	299.13931108123626	2294.6897669777854	31.4	1:33
96.3%	216750	867.0000000026533	-2959491.495957084	566172.3371648331	-2393319.158792251	300.1916801896455	2296.324434167077	31.4	1:30
96.4%	217000	868.0000000026581	-2958948.6151322313	565836.0128591419	-2393112.6022730893	300.01335682097016	2296.437497406473	31.4	1:27
96.6%	217250	869.0000000026629	-2957990.661172183	564565.4074188651	-2393425.253753318	299.3396658669316	2296.385233228472	31.4	1:25
96.7%	217500	870.0000000026677	-2958543.396347951	565661.504020181	-2392881.89232777	299.9208300439857	2297.528276337125	31.4	1:22
96.8%	217750	871.0000000026724	-2958017.223120719	566104.7345586007	-2391912.4885621183	300.1558364392219	2296.502728513132	31.4	1:19
96.9%	218000	872.0000000026772	-2958809.304750338	567131.7613772649	-2391677.5433730735	300.7003789504977	2291.6088764044534	31.4	1:16
97.0%	218250	873.000000002682	-2957827.574494209	567340.5010315278	-2390487.0734626814	300.81105533544644	2292.6002938673255	31.4	1:14
97.1%	218500	874.0000000026868	-2957421.0471066535	567299.4821829469	-2390121.5649237065	300.78930662702913	2292.396734810159	31.4	1:11
97.2%	218750	875.0000000026915	-2958408.8729923964	567298.7893299189	-2391110.0836624773	300.7889392676565	2290.8661055957573	31.4	1:08
97.3%	219000	876.0000000026963	-2958387.4934474044	566874.9740723859	-2391512.5193750183	300.56422709806174	2293.3617198665997	31.4	1:05
97.4%	219250	877.0000000027011	-2957773.7600229513	566350.5802635766	-2391423.179759375	300.286186918042	2289.9047488650353	31.4	1:03
97.6%	219500	878.0000000027059	-2956336.2921000607	565755.6908024076	-2390580.6012976533	299.97076905822615	2290.527397143539	31.4	1:00
97.7%	219750	879.0000000027106	-2956595.2203204297	565528.6339400366	-2391066.5863803932	299.8503806596071	2289.108443123276	31.4	0:57
97.8%	220000	880.0000000027154	-2958623.2570316233	568478.6137287886	-2390144.6433028346	301.41449697398843	2290.051045397626	31.4	0:54
97.9%	220250	881.0000000027202	-2958294.973800767	567614.0940150329	-2390680.879785734	300.95611776964756	2291.8929867758957	31.4	0:52
98.0%	220500	882.000000002725	-2956999.491593439	567594.6029204861	-2389404.888672953	300.9457833466519	2292.0803560211393	31.4	0:49
98.1%	220750	883.0000000027297	-2957516.3629317656	567701.4057831989	-2389814.957148567	301.0024115651328	2291.6649585305117	31.4	0:46
98.2%	221000	884.0000000027345	-2958297.617796462	567779.0509653789	-2390518.566831083	301.0435800153859	2292.7126440212364	31.4	0:43
98.3%	221250	885.0000000027393	-2958095.897132661	566015.5826300879	-2392080.3145025736	300.1085669676217	2290.3575614724223	31.4	0:41
98.4%	221500	886.0000000027441	-2958464.951253621	566421.2385085553	-2392043.712745066	300.3236508064856	2288.536916595993	31.4	0:38
98.6%	221750	887.0000000027488	-2957534.4172729887	566280.7932979735	-2391253.6239750152	300.24918499286025	2289.393778858445	31.4	0:35
98.7%	222000	888.0000000027536	-2958819.804088952	566766.8266741092	-2392052.9774148427	300.5068859899472	2289.516654962525	31.4	0:32
98.8%	222250	889.0000000027584	-2960010.8057973087	568327.7628516691	-2391683.0429456397	301.334513945345	2290.516356224091	31.4	0:30
98.9%	222500	890.0000000027632	-2958208.152839007	567301.6001185632	-2390906.552720444	300.79042958307883	2292.6868667024387	31.4	0:27
99.0%	222750	891.0000000027679	-2957619.4593252465	567368.7680481167	-2390250.6912771296	300.82604286247096	2294.0950915893704	31.4	0:24
99.1%	223000	892.0000000027727	-2955870.7280952595	565099.8917319487	-2390770.836363311	299.6230561589813	2293.578288275202	31.4	0:21
99.2%	223250	893.0000000027775	-2957248.3555690926	566523.6883375893	-2390724.6672315034	300.3779709918674	2293.907227626558	31.4	0:19
99.3%	223500	894.0000000027823	-2956969.4572175443	566671.8524667353	-2390297.6047508093	300.4565294730092	2295.934908475188	31.4	0:16
99.4%	223750	895.000000002787	-2957591.759803511	566910.1119662751	-2390681.647837236	300.5828576504793	2294.355021388577	31.4	0:13
99.6%	224000	896.0000000027918	-2956588.7957395986	565910.9628002649	-2390677.8329393337	300.0530962205821	2296.5862253333034	31.4	0:10
99.7%	224250	897.0000000027966	-2954439.170301836	564077.2728117316	-2390361.8974901047	299.0808507707934	2299.4250442836756	31.4	0:08
99.8%	224500	898.0000000028014	-2957077.4462354835	567149.3815058533	-2389928.06472963	300.7097213638565	2297.2127735586155	31.4	0:05
99.9%	224750	899.0000000028061	-2955269.4944620207	565669.0259148432	-2389600.4685471775	299.9248182469561	2299.011402119233	31.4	0:02
100.0%	225000	900.0000000028109	-2956731.607915515	566528.6008830803	-2390203.007032435	300.38057568515273	2298.089223512459	31.4	0:00
100.1%	225250	901.0000000028157	-2955911.215468809	565270.6197252588	-2390640.59574355	299.7135782841416	2297.4100988557216	31.4	23:59:58
100.2%	225500	902.0000000028205	-2955743.609842837	564524.271185312	-2391219.338657525	299.3178549195285	2293.738017599225	31.4	23:59:55
100.3%	225750	903.0000000028252	-2955684.331745023	565819.3979249425	-2389864.9338200805	300.00454737429436	2292.442914896682	31.4	23:59:52
100.4%	226000	904.00000000283	-2956654.913694281	566436.9840182588	-2390217.9296760224	300.33199927337995	2293.627230246851	31.4	23:59:49
100.6%	226250	905.0000000028348	-2956861.105607098	567232.935995472	-2389628.169611626	300.7540230030917	2293.942109556966	31.4	23:59:47
100.7%	226500	906.0000000028396	-2958682.5688215755	569595.3636603889	-2389087.205161187	302.0066118060155	2293.422022085169	31.4	23:59:44
100.8%	226750	907.0000000028443	-2956228.4439753518	567387.01766763	-2388841.426307722	300.83571903981994	2294.8577957400325	31.4	23:59:41
100.9%	227000	908.0000000028491	-2953390.70979893	564712.2097053895	-2388678.5000935406	299.4175022820205	2295.7688508019505	31.4	23:59:38
101.0%	227250	909.0000000028539	-2955533.694250047	566951.463450579	-2388582.2307994682	300.6047827265324	2295.61016637744	31.4	23:59:36
101.1%	227500	910.0000000028587	-2955179.842363963	566529.6386081313	-2388650.2037558313	300.3811259000011	2291.555620393912	31.4	23:59:33
101.2%	227750	911.0000000028634	-2956465.6804249287	567335.7076476257	-2389129.972777303	300.80851382313136	2293.3865869004194	31.4	23:59:30
101.3%	228000	912.0000000028682	-2955742.301798135	566502.9364180167	-2389239.3653801186	300.3669680636162	2294.378538733822	31.4	23:59:27
101.4%	228250	913.000000002873	-2957202.4589243755	566459.387812719	-2390743.0711116567	300.3438780464322	2293.8099081350424	31.4	23:59:25
101.6%	228500	914.0000000028778	-2957715.4190726187	566478.6528768464	-2391236.766195772	300.35409262526224	2292.876401063518	31.4	23:59:22
101.7%	228750	915.0000000028825	-2958006.5044566784	565913.4906428987	-2392093.0138137797	300.0544365144779	2293.5557456583915	31.4	23:59:19
101.8%	229000	916.0000000028873	-2956023.476820767	564428.0905613739	-2391595.386259393	299.26685874538435	2293.4117743986367	31.4	23:59:16
101.9%	229250	917.0000000028921	-2958257.5310035236	566052.3677148522	-2392205.1632886715	300.1280708813181	2293.5335300411	31.4	23:59:14
102.0%	229500	918.0000000028969	-2957753.675967507	565077.5055694247	-2392676.1703980826	299.6111867346029	2295.220067906412	31.4	23:59:11
102.1%	229750	919.0000000029016	-2959093.045263158	566475.0650505865	-2392617.9802125716	300.35219031474213	2294.42283376575	31.4	23:59:08
102.2%	230000	920.0000000029064	-2957347.195299566	566409.128226748	-2390938.067072818	300.3172297830539	2293.533811205257	31.4	23:59:05
102.3%	230250	921.0000000029112	-2957606.6298257373	566268.7153709447	-2391337.9144547926	300.24278112433825	2294.032500442189	31.4	23:59:03
102.4%	230500	922.000000002916	-2956904.202009514	566806.0254688407	-2390098.1765406732	300.5276696829669	2294.590078700277	31.4	23:59:00
102.6%	230750	923.0000000029207	-2957259.7798119746	566595.9659320542	-2390663.81387992	300.41629347973594	2293.644256020635	31.4	23:58:57
102.7%	231000	924.0000000029255	-2956789.1822645497	566561.7228275712	-2390227.459436978	300.3981373558936	2293.224828235299	31.4	23:58:54
102.8%	231250	925.0000000029303	-2957208.4107559733	567215.1163570539	-2389993.2943989197	300.74457480711675	2293.229282170532	31.4	23:58:52
102.9%	231500	926.000000002935	-2955941.7336668763	565840.4220958247	-2390101.3115710514	300.01569465360745	2294.6195600608767	31.4	23:58:49
103.0%	231750	927.0000000029398	-2957395.755112577	566216.8476375535	-2391178.9074750235	300.2152802010111	2291.790746347651	31.4	23:58:46
103.1%	232000	928.0000000029446	-2957970.6253989507	566332.6654196978	-2391637.959979253	300.2766882429367	2290.824441300732	31.4	23:58:43
103.2%	232250	929.0000000029494	-2957690.2525508627	565782.6248111106	-2391907.627739752	299.98504980773663	2293.650470429583	31.4	23:58:41
103.3%	232500	930.0000000029542	-2958776.6573146097	566573.2568238655	-2392203.400490744	300.4042528255123	2291.677381738945	31.4	23:58:38
103.4%	232750	931.0000000029589	-2958762.8764598295	565954.6904444837	-2392808.186015346	300.07628116644946	2289.037410315754	31.4	23:58:35
103.6%	233000	932.0000000029637	-2959020.3148471527	566013.6820593994	-2393006.6327877534	300.1075592611853	2288.734603757938	31.4	23:58:32
103.7%	233250	933.0000000029685	-2958125.4888066873	565181.2198457944	-2392944.268960893	299.66617734583446	2291.1318619472054	31.4	23:58:30
103.8%	233500	934.0000000029733	-2958720.1047198437	566432.4401138272	-2392287.6646060166	300.32959003821185	2290.5453749232374	31.4	23:58:27
103.9%	233750	935.000000002978	-2960804.31540394	568053.7669661962	-2392750.548437744	301.189237887463	2291.0368116554014	31.4	23:58:24
104.0%	234000	936.0000000029828	-2960059.8410444986	566037.7600338332	-2394022.0810106653	300.12032570547507	2292.4206685876065	31.4	23:58:21
104.1%	234250	937.0000000029876	-2957942.948746234	565137.6730710694	-2392805.2756751645	299.64308829924306	2292.4206685876065	31.4	23:58:19
104.2%	234500	938.0000000029924	-2960395.712246023	568059.4135943742	-2392336.2986516487	301.1922318006037	2291.191638228232	31.4	23:58:16
104.3%	234750	939.0000000029971	-2956961.5397530384	565020.1233113836	-2391941.416441655	299.5807619410839	2294.3597832193022	31.4	23:58:13
104.4%	235000	940.0000000030019	-2959023.766802121	567544.481660817	-2391479.285141304	300.91920842561524	2295.44792029977	31.4	23:58:10
104.6%	235250	941.0000000030067	-2958359.603757754	566424.5167353578	-2391935.0870223963	300.3253889634871	2293.182003018208	31.4	23:58:08
104.7%	235500	942.0000000030115	-2957633.4273879156	566168.1039379878	-2391465.323449928	300.18943567963345	2293.3268744630486	31.4	23:58:05
104.8%	235750	943.0000000030162	-2957384.9186151903	566451.9620943484	-2390932.956520842	300.3399408373388	2294.220739050035	31.4	23:58:02
104.9%	236000	944.000000003021	-2957297.1539483704	566955.5241514965	-2390341.629796874	300.6069357611319	2291.9346235912003	31.4	23:58:00
105.0%	236250	945.0000000030258	-2956254.1115171947	566063.1922568749	-2390190.91926032	300.13381018937633	2291.8351223953846	31.4	23:57:57
105.1%	236500	946.0000000030306	-2959078.5831120145	568277.6871914603	-2390800.895920554	301.30796320171453	2294.492661124665	31.4	23:57:54
105.2%	236750	947.0000000030353	-2959507.842919875	568696.6260117826	-2390811.2169080926	301.53008982308745	2295.9671306133773	31.4	23:57:51
105.3%	237000	948.0000000030401	-2957507.655764673	566624.1851742296	-2390883.4705904434	300.43125567616664	2292.8527081992697	31.4	23:57:49
105.4%	237250	949.0000000030449	-2956305.250975024	566411.8335753331	-2389893.417399691	300.3186641928333	2292.771462072781	31.4	23:57:46
105.6%	237500	950.0000000030496	-2957710.3346999027	567107.5694017952	-2390602.7652981076	300.6875520614276	2291.2742223606497	31.4	23:57:43
105.7%	237750	951.0000000030544	-2956546.2889203355	565846.0641458629	-2390700.2247744724	300.018686139361	2295.0456891878825	31.4	23:57:40
105.8%	238000	952.0000000030592	-2956501.092810303	567581.7790027515	-2388919.3138075517	300.93898394449343	2292.386453012099	31.4	23:57:38
105.9%	238250	953.000000003064	-2955351.1269639246	566951.3866516405	-2388399.740312284	300.60474200677123	2294.868585501383	31.4	23:57:35
106.0%	238500	954.0000000030687	-2956902.93087874	567263.7280878238	-2389639.202790916	300.7703493569823	2294.497388729259	31.4	23:57:32
106.1%	238750	955.0000000030735	-2956999.024762947	566457.3228594952	-2390541.701903452	300.3427831823121	2294.9588816810738	31.4	23:57:29
106.2%	239000	956.0000000030783	-2957786.9450836666	566678.7345704057	-2391108.210513261	300.46017845076466	2295.68480358141	31.4	23:57:27
106.3%	239250	957.0000000030831	-2957627.9832401797	566449.7335329101	-2391178.2497072695	300.33875922608973	2296.949946593719	31.4	23:57:24
106.4%	239500	958.0000000030878	-2957767.5600625835	565985.2791078141	-2391782.2809547693	300.09249965971935	2298.3719978188233	31.4	23:57:21
106.6%	239750	959.0000000030926	-2955856.34004437	563943.8101549965	-2391912.5298893736	299.0100871948679	2298.143748559248	31.4	23:57:18
106.7%	240000	960.0000000030974	-2958649.5234980863	564873.5262555063	-2393775.99724258	299.50303434186026	2295.2488142450184	31.4	23:57:16
106.8%	240250	961.0000000031022	-2959936.888124276	566410.3998123219	-2393526.488311954	300.3179039936871	2291.687248569407	31.4	23:57:13
106.9%	240500	962.000000003107	-2959506.809601687	566178.3707501696	-2393328.438851517	300.19487927232905	2290.868557094908	31.4	23:57:10
107.0%	240750	963.0000000031117	-2959161.408514494	566524.4924883698	-2392636.9160261243	300.3783973627055	2292.2753317007528	31.4	23:57:07
107.1%	241000	964.0000000031165	-2960719.927224366	567468.563020312	-2393251.3642040538	300.8789554094311	2292.3210549393843	31.4	23:57:05
107.2%	241250	965.0000000031213	-2958049.996518772	565109.7944868894	-2392940.2020318825	299.6283067239577	2294.3914585684424	31.4	23:57:02
107.3%	241500	966.000000003126	-2957105.635071723	564518.8233011673	-2392586.8117705556	299.31496638296903	2293.2983828759848	31.4	23:56:59
107.4%	241750	967.0000000031308	-2957794.920666896	565576.3994907599	-2392218.521176136	299.87570655419	2294.2185860483487	31.4	23:56:56
107.6%	242000	968.0000000031356	-2957385.7767644245	565314.0275403166	-2392071.7492241077	299.7365936525731	2294.7948386279086	31.4	23:56:54
107.7%	242250	969.0000000031404	-2956387.890990168	564490.5810005361	-2391897.3099896316	299.2999919606556	2294.6987666890905	31.4	23:56:51
107.8%	242500	970.0000000031451	-2957762.401640963	566582.0967051876	-2391180.304935775	300.40893984155423	2294.244120142497	31.4	23:56:48
107.9%	242750	971.0000000031499	-2955853.23101981	564228.3790564032	-2391624.8519634064	299.16096919851856	2294.5433600858264	31.4	23:56:45
108.0%	243000	972.0000000031547	-2957020.4241950437	565706.0794021625	-2391314.344792881	299.9444644710563	2297.274576690248	31.4	23:56:43
108.1%	243250	973.0000000031595	-2955528.9801178947	564581.638840732	-2390947.3412771625	299.3482719705546	2297.03253957093	31.4	23:56:40
108.2%	243500	974.0000000031642	-2956689.4404777624	565289.6315007901	-2391399.8089769725	299.7236585661785	2296.090179015465	31.4	23:56:37
108.3%	243750	975.000000003169	-2956947.245327791	567069.4367915703	-2389877.808536221	300.6673336728169	2296.556171265202	31.4	23:56:34
108.4%	244000	976.0000000031738	-2955936.674437735	566293.0489589865	-2389643.6254787487	300.25568309817174	2295.5492541349345	31.4	23:56:32
108.6%	244250	977.0000000031786	-2956958.5754328016	566361.5970295093	-2390596.9784032926	300.2920281456303	2295.2735551187848	31.4	23:56:29
108.7%	244500	978.0000000031833	-2956956.4736895952	566853.9663046891	-2390102.507384906	300.55308851592343	2295.1476505485866	31.4	23:56:26
108.8%	244750	979.0000000031881	-2955859.8829027936	566046.3647461581	-2389813.5181566356	300.12488803196266	2293.319654870227	31.4	23:56:23
108.9%	245000	980.0000000031929	-2957013.935602609	569001.9056230228	-2388012.029979586	301.6919529050684	2294.6061572576045	31.4	23:56:21
109.0%	245250	981.0000000031977	-2954246.859075878	566589.8438537798	-2387657.0152220977	300.41304747698587	2295.4994778361	31.4	23:56:18
109.1%	245500	982.0000000032024	-2954127.68100255	567653.3715225545	-2386474.309479995	300.97694319717664	2297.6612724261267	31.4	23:56:15
109.2%	245750	983.0000000032072	-2953369.7954648603	565646.251229927	-2387723.5442349333	299.9127428231283	2297.8262380019614	31.4	23:56:12
109.3%	246000	984.000000003212	-2954712.687765427	566823.1115590873	-2387889.5762063395	300.53672894249314	2295.4003126403695	31.4	23:56:10
109.4%	246250	985.0000000032168	-2954649.029528057	567013.023987375	-2387636.005540682	300.63742289589624	2298.14917542352	31.4	23:56:07
109.6%	246500	986.0000000032215	-2954866.2537664548	566786.1701056983	-2388080.0836607562	300.51714212018913	2298.3912541993077	31.4	23:56:04
109.7%	246750	987.0000000032263	-2954622.594799552	566238.822084612	-2388383.77271494	300.2269313286815	2296.951255127154	31.4	23:56:01
109.8%	247000	988.0000000032311	-2954975.369588405	566360.6888288683	-2388614.6807595366	300.29154660625	2299.158860606995	31.4	23:55:59
109.9%	247250	989.0000000032359	-2954533.2442429103	565914.1255340512	-2388619.118708859	300.05477314173663	2299.158860606995	31.4	23:55:56
110.0%	247500	990.0000000032406	-2958121.3262895495	567959.3040352395	-2390162.02225431	301.13915245569933	2299.158860606995	31.4	23:55:53
110.1%	247750	991.0000000032454	-2955607.322432274	565957.3396963065	-2389649.9827359673	300.07768583302135	2298.968083994721	31.4	23:55:50
110.2%	248000	992.0000000032502	-2957665.077492863	566937.7383026398	-2390727.3391902233	300.5975054808066	2298.0292305716134	31.4	23:55:48
110.3%	248250	993.000000003255	-2956507.3399530705	564942.4979512859	-2391564.8420017846	299.53960400074766	2298.5234633684818	31.4	23:55:45
110.4%	248500	994.0000000032597	-2956241.5455774516	564943.3768526652	-2391298.1687247865	299.54007000529157	2298.3976284232776	31.4	23:55:42
110.6%	248750	995.0000000032645	-2958510.3912019655	567373.612230567	-2391136.7789713982	300.82861130881395	2295.089647184858	31.4	23:55:39
